00015e10-a514-57f7-bced-12fa49eeb654,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,360x640,ru-RU,BY,NULL,2023-04-05 16:38:03
0007b3fa-0e24-5cb4-8214-8c202f3b17c1,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,chrome,Android OS,mobile,384x719,ru-RU,RU,NULL,2023-04-02 20:46:41
00106c8b-1d16-59f2-b565-f9a2086d3b13,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,412x837,ru-RU,BY,Hrodna,2023-06-15 21:53:14
0010c5e8-64a5-5d52-b597-6a11759e36d2,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,360x631,ru-RU,RU,Moscow,2023-06-11 11:59:27
0013335c-0172-54a9-b7c2-a6c9d327aa62,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,firefox,Android OS,mobile,396x880,ru-RU,RU,Moscow,2023-06-16 10:36:34
0018a955-95e5-51b1-946d-87e77ee9e782,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,crios,iOS,mobile,375x640,en-GB,RU,St Petersburg,2023-06-10 08:17:33
0019f93a-be0a-5418-9912-9670b5e295c5,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,360x640,en-US,RU,NULL,2023-03-18 11:00:13
001a8eec-db51-5d3e-8684-142f002b19e2,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,ios,iOS,mobile,393x852,ru,BY,NULL,2023-04-01 19:58:34
001f0ee1-7a06-5928-8c08-1a37783b7209,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,384x854,ru-RU,RU,NULL,2023-03-12 17:21:54
0020e4a5-6c55-5372-b9fa-51562db44964,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,ios,iOS,mobile,375x667,ru-ru,RU,NULL,2023-05-25 21:40:53
0024082f-32e6-58ca-98c6-70213bb5f94f,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Windows 10,desktop,1920x1080,ru-RU,RU,NULL,2023-04-15 17:52:41
0027394a-4375-5e3f-9625-2937204881ff,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,393x851,ru-RU,RU,NULL,2023-03-29 13:24:31
002a08ad-7760-5950-97d6-a0a04f7f56fc,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,393x873,ru-RU,RU,NULL,2023-03-01 07:44:05
0032ff14-c815-559e-af6c-85c782b0a69d,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,360x804,en-GB,RU,NULL,2023-06-02 16:32:00
003864c1-23a4-54bc-b6e0-38dae11c37dd,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,crios,iOS,mobile,375x553,ru,RU,NULL,2023-06-02 22:21:06
00393a12-43d5-5688-a62c-72c8d4cd2314,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,firefox,Linux,laptop,980x1959,en-US,BY,NULL,2023-04-24 20:40:04
0039fd3a-8422-5a7c-80f8-017d441411e8,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,samsung,Android OS,mobile,412x738,ru-RU,RU,NULL,2023-04-02 20:06:13
00443e61-9814-5c07-85a9-664681638ed2,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,yandexbrowser,Android OS,mobile,360x613,ru-RU,RU,NULL,2023-06-01 23:36:56
0045a324-ccc1-59a5-8fd0-88ac676f0c0f,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,ios,iOS,mobile,414x710,ru,RU,NULL,2023-03-01 20:27:55
0046f73b-17f8-55bf-a51d-e35f54fdf71e,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,ios,iOS,mobile,375x642,ru,RU,NULL,2023-05-08 18:24:59
00470d2f-1bc3-57fb-a303-c02b4ccab5db,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,yandexbrowser,Android OS,mobile,393x873,ru-RU,FR,NULL,2023-06-03 23:18:07
0047a14d-442f-5b8f-b1b3-f8f06b3d4de4,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,samsung,Android OS,mobile,384x687,ru-RU,RU,NULL,2023-03-25 19:09:40
004e253e-09e4-58ba-b325-480d5809dfa6,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,360x800,ru-RU,RU,NULL,2023-05-13 10:08:50
0052900f-dcd9-5868-9a02-d5ec6f2f696b,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,opera,Windows 10,desktop,1920x1080,ru-RU,RU,NULL,2023-04-19 20:04:14
0053e1a1-e6b3-5c82-9c31-4852e4169289,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,opera,Windows 7,desktop,1920x1080,ru-RU,RU,NULL,2023-02-28 00:04:45
00541ba8-707c-537c-ba61-4b84c772ee39,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,tablet,800x1280,ru-RU,RU,NULL,2023-05-06 14:02:58
00554e0b-be33-50bc-bec7-8360ca420754,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,tablet,601x962,ru-RU,RU,NULL,2023-04-13 18:45:25
00578146-396e-5585-aab0-e06aa35f999a,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Windows 10,desktop,1920x1080,ru-RU,RU,NULL,2023-06-08 11:24:21
005e457b-5ef9-5978-8929-3bf27ddf9b80,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,458x1016,en-US,RU,NULL,2023-04-16 16:31:35
00659aa4-e681-592d-ae3d-3901985137f4,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Windows 7,laptop,1366x768,ru-RU,RU,NULL,2023-04-05 01:37:32
00670526-e470-513b-a793-7eabbea1c824,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,chrome,Android OS,mobile,393x733,ru-RU,HU,NULL,2023-03-19 21:17:53
006a6048-3c23-5e59-814c-ad070a3f0406,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Windows 10,desktop,1920x1080,ru-RU,RU,NULL,2023-03-01 12:51:55
006d7985-a1ef-5380-b040-c066f1d6e765,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,samsung,Android OS,tablet,786x982,ru-RU,RU,NULL,2023-03-04 06:30:43
006e3a81-caed-54a1-bc76-90fa3787f231,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,393x873,ru,RU,NULL,2023-06-03 07:05:24
006e5bed-1d02-5d49-8f5b-5fb15d03a82f,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Windows 10,desktop,1920x1080,ru-RU,RU,NULL,2023-03-04 09:13:08
006ecec8-a852-57e8-8e1e-b018f050895f,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,ios,iOS,mobile,390x664,ru,RU,NULL,2023-04-30 21:36:27
006f3f5b-57d8-57a4-b193-91103db35848,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,ios,iOS,mobile,414x896,ru,RU,NULL,2023-03-31 07:23:30
0071d0d6-a710-57c9-b8c0-8a31e0c03f7e,767986b1-bac1-4ece-9beb-c61e094ab0ef,manage.pantheon.org,yandexbrowser,Android OS,mobile,360x598,ru-RU,RU,NULL,2023-05-01 05:28:19
007b773c-3032-5367-bc82-f93f820a8898,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,firefox,Android OS,mobile,360x663,en-US,RU,NULL,2023-05-06 12:29:45
00840df7-df02-5738-a3a8-9268539d5b68,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,yandexbrowser,iOS,mobile,414x706,ru,RU,St Petersburg,2023-06-11 12:14:55
00843139-e7b2-59f5-844d-cadea96bf12d,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,393x851,ru-RU,RU,NULL,2023-04-02 10:11:38
0088f91c-412d-5db6-b88b-827cdf48ee3e,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,chrome,Android OS,mobile,393x688,ru-RU,RU,NULL,2023-04-01 12:27:00
008a4269-c4b9-57d9-95e9-8ea5a51e7233,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,ios,iOS,mobile,414x896,ru,RU,NULL,2023-05-30 11:01:17
008cc99f-74ca-507f-845f-cca629a20c94,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,chrome,Linux,laptop,980x1788,ru-RU,RU,NULL,2023-06-03 15:05:21
008f4f8e-2b98-5f4b-9efb-9bd0d89d916c,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,360x720,ru-RU,RU,NULL,2023-05-13 12:32:10
00953004-1e6f-5cdf-8800-310f7820ccae,767986b1-bac1-4ece-9beb-c61e094ab0ef,manage.pantheon.org,firefox,Android OS,mobile,396x725,en-US,RU,NULL,2023-05-08 08:15:50
0099c6b2-9e76-512d-8b15-2bfa4a76272f,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,crios,iOS,mobile,414x720,ru,RU,NULL,2023-04-09 18:22:09
009a5691-ccd6-55db-b1f8-7d982c0ba6fb,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,crios,iOS,mobile,375x667,ru,RU,NULL,2023-04-25 06:02:42
00a12a32-8ca5-5f1c-ae01-252ff303f45f,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,ios,iOS,mobile,375x632,ru,RU,Yekaterinburg,2023-06-10 09:50:19
00a2bd38-b8fc-50fe-8362-58bacd765c79,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,crios,iOS,mobile,375x553,ru,RU,NULL,2023-05-29 19:43:25
00a9bbe6-dd97-52c7-b0d5-0f1af0656d1b,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,360x760,ru-RU,CO,NULL,2023-06-17 03:03:18
00aadcc3-0bbb-57f9-a3e8-17b0224c96d2,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,ios,iOS,mobile,414x715,ru,RU,NULL,2023-05-19 01:22:56
00ac9895-a328-5533-bf9b-58db2d2ecd55,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,412x915,en-GB,TR,NULL,2023-03-01 11:50:51
00af2a3a-e3eb-5e97-80e6-383c4229eb6c,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,edge-chromium,Windows 10,laptop,1536x864,ru,RU,NULL,2023-03-31 17:26:41
00af5b48-a574-5ee3-a63f-e09ee8f8f8d8,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Windows 10,laptop,1280x720,ru-RU,RU,NULL,2023-05-21 15:21:30
00b118c2-7545-5e2e-a02d-eb50c9ef2864,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,360x792,ru-RU,RU,NULL,2023-06-04 05:57:11
00b46db4-8d4e-529d-ab86-a42fc62b09d8,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Android OS,mobile,412x892,ru-RU,RU,NULL,2023-03-01 12:33:24
00b62763-5956-5dbc-807a-177b5718dcf3,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,ios,iOS,mobile,414x896,ru,RU,NULL,2023-03-04 20:24:54
00b8e06f-675c-5631-989b-dd4d22c92c4c,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,crios,iOS,mobile,414x736,ru,KG,NULL,2023-05-06 17:52:02
00ba5ec9-a4a7-586b-bee7-040718367a77,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,chrome,Android OS,mobile,360x560,ru,KG,NULL,2023-05-08 17:04:32
00be63bf-ce12-55ba-84b0-ad9c1a22c32f,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Linux,laptop,786x982,en-GB,RU,NULL,2023-05-22 10:00:44
00be857e-f17e-5790-a036-8d8d1d1a3d9d,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,yandexbrowser,Android OS,mobile,360x800,ru-RU,RU,NULL,2023-04-13 19:33:24
00beee10-47c3-58fe-8061-30900d51c0cf,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,360x760,ru-RU,RU,NULL,2023-05-30 14:04:40
00c5cbac-0787-5729-8d2a-ddeba32c3070,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,ios,iOS,mobile,403x696,ru,RU,St Petersburg,2023-06-10 13:37:47
00c77391-08e4-50e8-9dbb-57c84b072162,2ac85cf3-121f-4f41-9933-229cef9a2a65,mahjong.click,chrome,Windows 10,desktop,1920x1080,en-US,RU,NULL,2023-04-15 17:20:35
00c791b4-4c0b-5281-b823-646efde79a28,5e434a7e-2f8e-481c-a3ef-8f83672e1f0b,rating.pantheon.org,chrome,Android OS,mobile,393x873,ru,KG,NULL,2023-03-17 02:21:17
00ccf656-cf55-511b-b622-2196639e8b29,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,crios,iOS,mobile,375x640,en-GB,RU,St Petersburg,2023-06-11 13:43:42
00cf2a35-9a97-58b9-863c-8e03748251fc,f5c85252-2f96-470a-8d24-c42a85f8a6aa,assist.pantheon.org,chrome,Android OS,mobile,393x784,en-GB,BY,Hrodna,2023-06-15 17:49:56
